time,tp,fn,tn,fp,accuracy,precision,recall,f1
13.952449083328247,289,272,519,42,0.7201426024955436,0.8731117824773413,0.5151515151515151,0.647982062780269
14.059740781784058,290,271,519,42,0.7210338680926917,0.8734939759036144,0.5169340463458111,0.6494960806270996
14.311584949493408,291,270,519,42,0.7219251336898396,0.8738738738738738,0.5187165775401069,0.6510067114093959
14.551080226898193,291,270,518,43,0.7210338680926917,0.8712574850299402,0.5187165775401069,0.6502793296089385
14.822777509689331,296,265,514,47,0.7219251336898396,0.8629737609329446,0.5276292335115864,0.6548672566371682
15.056224346160889,298,263,514,47,0.7237076648841355,0.863768115942029,0.5311942959001783,0.6578366445916115
15.128695249557495,299,262,515,46,0.7254901960784313,0.8666666666666667,0.5329768270944741,0.6600441501103753
15.312407970428467,300,261,515,46,0.7263814616755794,0.8670520231213873,0.5347593582887701,0.6615214994487321
15.346276760101318,300,261,515,46,0.7263814616755794,0.8670520231213873,0.5347593582887701,0.6615214994487321
15.523517608642578,301,260,514,47,0.7263814616755794,0.8649425287356322,0.5365418894830659,0.6622662266226622
15.75800633430481,305,256,513,48,0.7290552584670231,0.8640226628895185,0.5436720142602496,0.6673960612691466
15.839043855667114,306,255,513,48,0.7299465240641712,0.864406779661017,0.5454545454545454,0.6688524590163935
16.16108751296997,306,255,511,50,0.7281639928698752,0.8595505617977528,0.5454545454545454,0.6673936750272628
16.35529088973999,308,253,512,49,0.7308377896613191,0.8627450980392157,0.5490196078431373,0.6710239651416122
16.49786400794983,309,252,511,50,0.7308377896613191,0.8607242339832869,0.5508021390374331,0.6717391304347826
16.604719400405884,310,251,511,50,0.731729055258467,0.8611111111111112,0.5525846702317291,0.6731813246471227
16.65366530418396,311,250,512,49,0.7335115864527629,0.8638888888888889,0.5543672014260249,0.6753528773072747
16.749484062194824,313,248,512,49,0.7352941176470589,0.8646408839779005,0.5579322638146168,0.6782231852654388
16.836670637130737,319,242,510,51,0.7388591800356507,0.8621621621621621,0.5686274509803921,0.6852846401718582
17.198423862457275,328,233,507,54,0.7442067736185384,0.8586387434554974,0.5846702317290553,0.6956521739130435
17.43077039718628,329,232,510,51,0.7477718360071302,0.8657894736842106,0.5864527629233511,0.6992561105207227
17.734145402908325,330,231,506,55,0.7450980392156863,0.8571428571428571,0.5882352941176471,0.6976744186046512
17.94563865661621,331,230,506,55,0.7459893048128342,0.8575129533678757,0.5900178253119429,0.6990496304118268
18.18464422225952,335,226,505,56,0.7486631016042781,0.8567774936061381,0.5971479500891266,0.7037815126050421
18.52545166015625,342,219,505,56,0.7549019607843137,0.8592964824120602,0.6096256684491979,0.7132429614181439
19.647635221481323,350,211,503,58,0.7602495543672014,0.8578431372549019,0.6238859180035651,0.7223942208462333
20.114223957061768,362,199,504,57,0.7718360071301248,0.863961813842482,0.6452762923351159,0.7387755102040816
